1000	মুহম্মদ জাফর ইকবাল রচিত প্রথম বৈজ্ঞানিক কল্পকাহিনী গ্রন্থটি কবে প্রকাশিত হয় ?
1001	মূল কোরআন কোন ভাষায় রচিত ?
1013	হিন্দু ধর্মের উৎপত্তি কবে হয় ?
1025	কবি শামসুর রাহমান কবে জন্মগ্রহণ করেন ?
103	মহাভারত কথাটির অর্থ কী ?
1033	পৃথিবীর প্রাচীনতম সভ্যতার নাম কী ?
1044	মোহাম্মদ হামিদুর রহমান কি বাংলাদেশের মুক্তি যুদ্ধে শহীদ হয়েছিলেন ?
1065	থাকসিন সিনাওয়াত্রা কোন কোম্পানির প্রতিষ্ঠাতা ?
1068	ভারতের সংবিধানে মোট কয়টি ধারার উল্লেখ রয়েছে ?
1078	কোন বিজ্ঞানী প্রমান করেন যে ক্রোমোজোমই বংশগতির ধারক ও বাহক ?
1101	২০০৬ সালের আগস্ট মাসে জিম্বাবুয়ের বিপক্ষে একদিনের আন্তর্জাতিক ম্যাচে সাকিব আল-হাসান কত রানে আউট হয়েছিলেন ?
1121	উমাইয়া রাজবংশের সর্বশেষ রাজা কে ?
1124	পিটক শব্দের অর্থ কী ?
1139	কণিকা বন্দ্যোপাধ্যায়ের ডাক নাম কী ?
1144	অটোমান সাম্রাজ্যের প্রতিষ্ঠা কবে হয় ?
1149	পুরকৌশল শব্দটির ব্যবহার কবে থেকে শুরু হয় ?
115	কেনিয়ার মুদ্রার নাম কী ?
1153	ইসলাম ধর্মের প্রতিষ্ঠাতা কে ?
1159	ভারতবর্ষের মোট আয়তন কত ?
116	আচেহ সালতানাতের রাজধানী কোথায় ছিল ?
1167	সর্বশেষ ফিফা বিশ্বকাপ আন্তর্জাতিক ফুটবল প্রতিযোগিতা কত সালে অনুষ্ঠিত হয়েছিল ?
1202	১৯২৫ সালে মুক্তিপ্রাপ্ত "দ্য গোল্ড রাশ" নামক মার্কিন হাস্যরসাত্মক চলচ্চিত্রটি মোট কত টাকার ব্যবসা করেছিল ?
1203	বাংলাদেশের ঢাকেশ্বরী মন্দিরটি কবে প্রতিষ্ঠিত হয় ?
1204	আয়তনের দিক থেকে জার্মানি ইউরোপের কততম বৃহত্তম রাষ্ট্র ?
1207	পীর গোরাচাঁদের বাবার নাম কি ছিল ?
1208	ওয়েস্ট ইন্ডিজের বিখ্যাত আন্তর্জাতিক ক্রিকেট তারকা ম্যালকম ডেঞ্জিল মার্শালের উচ্চতা কত ছিল ?
1224	সৈয়দা রিজওয়ানা হাসান কোন সালে হিরোজ অফ এনভায়রনমেন্ট পুরস্কার পান ?
1229	আলিপুরদুয়ার জেলা মোট কটি ব্লক নিয়ে গঠিত ?
