1003	0	376769#0	0
1003	0	64704#0	1
1003	0	64704#16	0
1003	0	64704#17	0
1003	0	64704#18	0
1003	0	64704#22	0
1003	0	64704#24	0
1003	0	64704#30	0
1003	0	64704#5	0
1003	0	64704#9	0
1004	0	151057#7	0
1004	0	17294#1	1
1004	0	17294#10	0
1004	0	28560#0	0
1004	0	350532#0	0
1004	0	393850#0	0
1004	0	459378#0	0
1004	0	516629#0	0
1004	0	562397#0	0
1004	0	666801#0	0
1014	0	136480#3	0
1014	0	306210#25	0
1014	0	37852#0	1
1014	0	37852#11	0
1014	0	37852#19	0
1014	0	37852#2	1
1014	0	37852#49	0
1014	0	37852#5	0
1014	0	395536#0	0
1014	0	58259#1	0
1014	0	732214#1	0
1035	0	134806#0	1
1035	0	135794#11	0
1035	0	237844#19	0
1035	0	237844#34	0
1035	0	237844#37	0
1035	0	237844#41	0
1035	0	237844#53	0
1035	0	237844#8	0
1035	0	237844#96	0
1035	0	675148#0	0
1035	0	675148#12	0
1049	0	103210#100	0
1049	0	103210#109	0
1049	0	103210#13	1
1049	0	103210#57	0
1049	0	103210#61	0
1049	0	284540#2	0
1049	0	442617#3	0
1049	0	476794#1	1
1049	0	476794#11	0
1049	0	476794#2	1
1049	0	476794#3	0
1049	0	476794#9	0
1062	0	18805#2	0
1062	0	201836#0	1
1062	0	351341#4	0
1062	0	372070#0	0
1062	0	398842#0	0
1062	0	42150#1	0
1062	0	42150#3	0
1062	0	630031#2	0
1062	0	713292#3	0
1062	0	714768#3	0
1083	0	853762#0	1
1083	0	853762#11	0
1083	0	853762#15	0
1083	0	853762#16	0
1083	0	853762#3	0
1083	0	853762#30	0
1083	0	853762#4	0
1083	0	854114#45	0
1083	0	889801#10	1
1083	0	889801#11	1
1083	0	889801#14	1
1083	0	889801#7	1
1096	0	139205#0	0
1096	0	215979#0	0
1096	0	221430#0	0
1096	0	222158#0	1
1096	0	222158#1	0
1096	0	222776#0	0
1096	0	222914#0	1
1096	0	222914#1	0
1096	0	224874#0	0
1096	0	524574#0	0
1102	0	105705#0	0
1102	0	110770#0	0
1102	0	496974#1	0
1102	0	77973#0	1
1102	0	77973#18	0
1102	0	77973#38	0
1102	0	78585#35	0
1102	0	78608#0	0
1102	0	78831#1	0
1102	0	79065#0	0
1142	0	1010#0	0
1142	0	1010#10	0
1142	0	143547#5	0
1142	0	149428#1	1
1142	0	149460#5	0
1142	0	212713#7	1
1142	0	473893#0	0
1142	0	473893#2	0
1142	0	502017#4	1
1142	0	502017#6	1
1145	0	174473#6	0
1145	0	219516#2	0
1145	0	236659#0	0
1145	0	236659#10	0
1145	0	236659#4	1
1145	0	236659#5	0
1145	0	236659#6	0
1145	0	352932#1	0
1145	0	365389#3	0
1145	0	47201#4	0
1170	0	120716#0	0
1170	0	20262#1	0
1170	0	217869#0	1
1170	0	217869#1	0
1170	0	217869#2	0
1170	0	255127#0	0
1170	0	327829#1	0
1170	0	450844#1	0
1170	0	517122#1	0
1170	0	732782#1	0
1173	0	122884#4	0
1173	0	153664#5	0
1173	0	24830#6	0
1173	0	25141#8	0
1173	0	259254#3	0
1173	0	28558#0	1
1173	0	353986#22	0
1173	0	379541#3	0
1173	0	56292#3	0
1173	0	65583#19	0
1173	0	864615#82	0
1187	0	116195#1	0
1187	0	146657#4	0
1187	0	208246#12	0
1187	0	329604#11	0
1187	0	406628#2	0
1187	0	43051#3	1
1187	0	43051#9	0
1187	0	8007#44	0
1187	0	813381#1	0
1187	0	950463#0	0
1206	0	271393#0	1
1206	0	271393#1	0
1206	0	271393#10	0
1206	0	271393#13	0
1206	0	271393#5	0
1206	0	271393#6	0
1206	0	271393#7	0
1206	0	271393#8	0
1206	0	335484#4	0
1206	0	779268#0	0
122	0	133828#11	0
122	0	168755#0	0
122	0	174954#0	0
122	0	215731#0	0
122	0	399398#1	0
122	0	567847#2	0
122	0	7708#0	0
122	0	7708#3	1
122	0	85156#6	0
122	0	975657#0	0
1245	0	12911#0	1
1245	0	12911#106	0
1245	0	12911#3	0
1245	0	359045#0	0
1245	0	359045#10	0
1245	0	359045#21	0
1245	0	359045#25	0
1245	0	359045#28	0
1245	0	359045#4	0
1245	0	359045#5	0
1245	0	979725#1	0
1253	0	10998#0	0
1253	0	14017#0	0
1253	0	14017#1	0
1253	0	19824#0	1
1253	0	249220#0	0
1253	0	310031#0	0
1253	0	310527#25	0
1253	0	628869#0	0
1253	0	7442#3	0
1253	0	747166#0	0
1255	0	399537#0	0
1255	0	42557#0	1
1255	0	42557#1	0
1255	0	42557#2	0
1255	0	42557#4	0
1255	0	42557#6	0
1255	0	42557#7	0
1255	0	42557#8	0
1255	0	492093#0	0
1255	0	54154#0	0
1259	0	3540#4	1
1259	0	3554#0	0
1259	0	3554#10	1
1259	0	363968#16	0
1259	0	363968#42	0
1259	0	363968#6	0
1259	0	365720#139	0
1259	0	390086#2	0
1259	0	390210#2	0
1259	0	4100#15	0
1269	0	114963#12	0
1269	0	1915#0	1
1269	0	1915#3	0
1269	0	1915#4	0
1269	0	1915#7	0
1269	0	232651#51	0
1269	0	24465#39	0
1269	0	335682#31	0
1269	0	356307#6	0
1269	0	491858#4	0
1284	0	240531#10	0
1284	0	240531#4	0
1284	0	240531#5	0
1284	0	240531#6	0
1284	0	240531#8	0
1284	0	240531#9	0
1284	0	344620#1	0
1284	0	344620#3	0
1284	0	59193#0	1
1284	0	95800#6	0
1305	0	17473#1	0
1305	0	1924#0	1
1305	0	33329#3	0
1305	0	33937#0	0
1305	0	4402#1	0
1305	0	5177#6	0
1305	0	58156#1	0
1305	0	584892#0	0
1305	0	671385#0	0
1305	0	823#55	0
1306	0	315257#2	0
1306	0	320049#0	0
1306	0	442667#0	1
1306	0	442667#1	1
1306	0	442667#14	0
1306	0	442667#2	0
1306	0	442667#3	0
1306	0	442667#35	0
1306	0	442667#36	0
1306	0	442667#4	0
1313	0	320183#0	0
1313	0	320183#1	1
1313	0	320183#11	0
1313	0	320183#12	0
1313	0	320183#15	0
1313	0	320183#17	0
1313	0	320183#18	0
1313	0	320183#3	0
1313	0	320183#6	0
1313	0	320183#9	0
1337	0	1231#0	1
1337	0	170805#0	0
1337	0	179271#0	0
1337	0	27548#0	0
1337	0	425006#0	0
1337	0	425068#67	0
1337	0	525441#0	0
1337	0	78890#1	0
1337	0	844019#0	0
1337	0	94283#0	0
1345	0	44795#0	1
1345	0	44795#10	0
1345	0	44795#11	0
1345	0	44795#12	0
1345	0	44795#13	0
1345	0	44795#17	0
1345	0	44795#18	1
1345	0	44795#22	0
1345	0	44795#29	0
1345	0	44795#33	0
1345	0	44795#36	0
1348	0	1937#24	0
1348	0	25625#0	1
1348	0	353070#3	1
1348	0	373578#8	0
1348	0	468066#1	0
1348	0	541563#8	0
1348	0	70992#20	0
1348	0	765205#2	0
1348	0	877781#0	0
1348	0	94477#2	0
1350	0	4236#7	1
1350	0	4249#0	0
1350	0	4253#1	0
1350	0	4253#24	0
1350	0	4261#0	0
1350	0	4261#1	0
1350	0	4261#31	0
1350	0	4261#4	0
1350	0	4261#43	0
1350	0	4281#14	0
1356	0	736156#10	0
1356	0	736156#15	0
1356	0	736156#5	0
1356	0	736156#8	0
1356	0	743345#14	0
1356	0	743345#2	1
1356	0	743345#20	0
1356	0	743345#32	1
1356	0	806789#0	0
1356	0	806789#41	1
1356	0	893504#0	0
1358	0	134585#1	0
1358	0	212271#0	0
1358	0	260347#0	0
1358	0	55532#1	0
1358	0	55532#11	0
1358	0	55532#12	0
1358	0	56123#2	1
1358	0	56123#5	0
1358	0	69833#0	1
1358	0	759007#0	0
136	0	14722#0	0
136	0	14722#10	0
136	0	14722#12	0
136	0	14722#13	0
136	0	14722#17	0
136	0	14722#18	0
136	0	14722#19	0
136	0	14722#3	0
136	0	14722#4	1
136	0	14722#8	0
136	0	190123#7	0
1364	0	157367#0	0
1364	0	157855#0	0
1364	0	183047#0	0
1364	0	183047#1	0
1364	0	183054#0	0
1364	0	258199#0	0
1364	0	291870#0	1
1364	0	291870#4	1
1364	0	641229#0	0
1364	0	641229#1	0
1364	0	744133#1	0
1364	0	915380#0	0
1368	0	159473#0	1
1368	0	159473#1	1
1368	0	159473#2	0
1368	0	159473#29	0
1368	0	159473#3	0
1368	0	159473#37	0
1368	0	159473#4	0
1368	0	159473#6	0
1368	0	159473#8	0
1368	0	972705#1	0
1377	0	6175#0	1
1377	0	6175#11	1
1377	0	6175#17	0
1377	0	6175#22	1
1377	0	6175#23	1
1377	0	6175#24	1
1377	0	71085#2	0
1377	0	71085#3	0
1377	0	71258#2	1
1377	0	71309#1	0
1390	0	116321#1	0
1390	0	116321#2	0
