10163#0	0	10162#31	1
10163#0	0	10163#0	0
10163#0	0	10997#11	0
10163#0	0	252725#4	0
10163#0	0	2549416#2	0
10163#0	0	25874#2	1
10163#0	0	29787#11	1
10163#0	0	5352636#11	0
10163#0	0	783933#4	0
10163#0	0	783933#9	0
1056705#0	0	1530515#1	0
1056705#0	0	1586452#1	0
1056705#0	0	1597169#2	0
1056705#0	0	1611405#0	0
1056705#0	0	1611405#1	0
1056705#0	0	1611405#3	0
1056705#0	0	2102592#1	0
1056705#0	0	2260#13	0
1056705#0	0	2260#2	0
1056705#0	0	340460#1	1
1056946#0	0	1206494#0	0
1056946#0	0	1206494#2	0
1056946#0	0	1206494#4	0
1056946#0	0	145001#0	0
1056946#0	0	1544219#0	0
1056946#0	0	1544219#1	0
1056946#0	0	174340#8	0
1056946#0	0	2960#0	1
1056946#0	0	2960#5	0
1056946#0	0	2960#8	0
1068537#0	0	1323#19	0
1068537#0	0	303976#3	0
1068537#0	0	3874#36	0
1068537#0	0	39047#3	0
1068537#0	0	419003#14	0
1068537#0	0	442120#2	1
1068537#0	0	5259691#2	0
1068537#0	0	6369#37	0
1068537#0	0	867714#7	0
1068537#0	0	899#10	0
1114277#0	0	163137#0	0
1114277#0	0	2824#0	1
1114277#0	0	302619#3	0
1114277#0	0	5296741#0	0
1114277#0	0	5447183#1	0
1114277#0	0	5447183#2	0
1114277#0	0	58430#0	1
1114277#0	0	58430#11	0
1114277#0	0	58430#13	0
1114277#0	0	58430#2	0
1114307#0	0	12484#0	1
1114307#0	0	1261537#7	1
1114307#0	0	166390#18	0
1114307#0	0	174659#41	0
1114307#0	0	3226854#3	0
1114307#0	0	3923430#1	1
1114307#0	0	4793896#6	0
1114307#0	0	4869852#1	1
1114307#0	0	5908287#10	0
1114307#0	0	5908287#17	1
112130#0	0	1776213#1	1
112130#0	0	2824#0	1
112130#0	0	286380#3	0
112130#0	0	396163#0	0
112130#0	0	58430#0	1
112130#0	0	58430#12	0
112130#0	0	58430#13	0
112130#0	0	58430#14	0
112130#0	0	58430#2	0
112130#0	0	659752#0	0
1142403#0	0	19683#17	0
1142403#0	0	2416082#41	0
1142403#0	0	316063#11	0
1142403#0	0	316063#12	0
1142403#0	0	316063#13	0
1142403#0	0	316063#3	1
1142403#0	0	4070973#1	0
1142403#0	0	421846#2	0
1142403#0	0	49136#26	0
1142403#0	0	5878667#1	0
117672#0	0	116932#1	0
117672#0	0	3754871#0	0
117672#0	0	3841683#3	0
117672#0	0	40961#1	1
117672#0	0	4582004#2	0
117672#0	0	5049178#0	0
117672#0	0	514596#11	0
117672#0	0	514596#15	0
117672#0	0	619316#1	0
117672#0	0	791164#31	0
1220715#0	0	11964#0	0
1220715#0	0	288949#0	0
1220715#0	0	337569#0	0
1220715#0	0	437935#0	0
1220715#0	0	4976045#1	0
1220715#0	0	8094#0	0
1220715#0	0	8094#26	0
1220715#0	0	9770#0	0
1220715#0	0	9930#0	1
1220715#0	0	9935#0	0
12447#0	0	15885#0	0
12447#0	0	15885#14	0
12447#0	0	15885#2	1
12447#0	0	15885#21	0
12447#0	0	15885#3	1
12447#0	0	15885#34	0
12447#0	0	15885#5	0
12447#0	0	15885#6	0
12447#0	0	4750055#1	1
12447#0	0	5916134#1	0
1257108#0	0	1257108#0	1
1257108#0	0	1257108#11	0
1257108#0	0	1257108#12	0
1257108#0	0	1257108#3	0
1257108#0	0	1257108#4	0
1257108#0	0	1257108#5	0
1257108#0	0	1257108#8	0
1257108#0	0	2578245#0	0
1257108#0	0	2578245#28	0
1257108#0	0	55601#22	0
1268458#0	0	1265914#0	1
1268458#0	0	1265914#1	0
1268458#0	0	1265914#13	0
1268458#0	0	1265914#20	0
1268458#0	0	1265914#5	0
1268458#0	0	1265914#7	1
1268458#0	0	1265914#9	0
1268458#0	0	1269073#0	0
1268458#0	0	3379404#0	0
1268458#0	0	5166454#0	0
138113#0	0	11332#8	1
138113#0	0	154471#0	0
138113#0	0	154471#2	1
138113#0	0	154471#4	0
138113#0	0	154471#5	0
138113#0	0	154471#6	0
138113#0	0	3386588#3	0
138113#0	0	662180#0	0
138113#0	0	664972#0	0
138113#0	0	665064#0	0
1408#0	0	1334#0	1
1408#0	0	1409#0	0
1408#0	0	24339#12	0
1408#0	0	24339#23	0
1408#0	0	30906#0	0
1408#0	0	50942#19	0
1408#0	0	5676737#9	0
1408#0	0	6522#259	0
1408#0	0	702680#1	0
1408#0	0	702680#42	0
141152#0	0	1289879#16	0
141152#0	0	13037#2	1
141152#0	0	13037#31	0
141152#0	0	16668#0	0
141152#0	0	16668#23	0
141152#0	0	2926#2	1
141152#0	0	2926#8	0
141152#0	0	406353#4	1
141152#0	0	844075#0	0
141152#0	0	894791#4	0
146698#0	0	113031#0	0
146698#0	0	16344#0	0
146698#0	0	179398#6	0
146698#0	0	44511#0	0
146698#0	0	448459#8	0
146698#0	0	4565716#0	0
146698#0	0	52276#0	0
146698#0	0	540710#0	0
146698#0	0	540710#1	1
146698#0	0	919186#0	0
1482513#0	0	11077#16	0
1482513#0	0	11077#25	0
1482513#0	0	11077#9	0
1482513#0	0	13209#0	0
1482513#0	0	13209#1	1
1482513#0	0	13209#8	0
1482513#0	0	1486228#1	0
1482513#0	0	172691#7	0
1482513#0	0	54361#1	0
1482513#0	0	54361#2	0
1513643#0	0	3734089#0	1
1513643#0	0	3734089#1	1
1513643#0	0	3865765#1	0
1513643#0	0	387837#0	0
1513643#0	0	407919#1	0
1513643#0	0	4954565#1	1
1513643#0	0	5182378#0	0
1513643#0	0	620145#0	1
1513643#0	0	620145#6	1
1513643#0	0	716512#3	0
1522253#0	0	185934#1	0
1522253#0	0	185934#3	0
1522253#0	0	21213#4	0
1522253#0	0	2421#15	0
1522253#0	0	2421#2	0
1522253#0	0	2421#47	0
1522253#0	0	265871#1	0
1522253#0	0	290909#2	1
1522253#0	0	290909#3	0
1522253#0	0	351066#5	0
1522253#0	0	35861#4	0
1522253#0	0	3654#6	0
1522253#0	0	5136511#2	0
1522253#0	0	5758240#16	0
1522253#0	0	5819301#0	0
1522350#0	0	145373#2	0
1522350#0	0	145606#0	0
1522350#0	0	2050730#1	0
1522350#0	0	2467656#1	0
1522350#0	0	3289428#1	0
1522350#0	0	393217#0	1
1522350#0	0	3937128#1	0
1522350#0	0	5313300#0	0
1522350#0	0	655256#0	0
1522350#0	0	904584#1	0
1559236#0	0	1887515#1	0
1559236#0	0	2206608#2	0
1559236#0	0	264927#4	0
1559236#0	0	289522#2	0
1559236#0	0	316981#3	0
1559236#0	0	356810#0	0
1559236#0	0	3772023#8	1
1559236#0	0	3799722#1	0
1559236#0	0	391691#1	0
1559236#0	0	391691#2	0
1562117#0	0	1064591#1	0
1562117#0	0	1243273#0	0
1562117#0	0	1585277#1	0
1562117#0	0	1600834#1	0
1562117#0	0	1604891#1	0
1562117#0	0	1605731#0	0
1562117#0	0	1610776#0	1
1562117#0	0	173455#2	0
1562117#0	0	516881#1	0
1574651#0	0	1492290#0	0
