1007	గుంటూరు జిల్లా విస్తీర్ణం ఎంత?
1021	ఒంగోలు జాతి పశువులు మొట్ట మొదటిసారిగా ఏ దేశానికి ఎగుమతి అయ్యాయి?
1026	2011 నాటికి ముప్పర్రు గ్రామ జనాభా ఎంత ?
1055	ఇస్రో సంస్థను ఎవరు స్థాపించారు?
107	2011 నాటికి ఆలుబాక [జెడ్] గ్రామ జనాభా ఎంత?
1085	తక్కెళ్ళపాడు గ్రామ విస్తీర్ణం ఎంత?
1097	జల్లిగానిపల్లె గ్రామ విస్తీర్ణం ఎంత ?
1106	సజ్జాపురం గ్రామ పిన్ కోడ్ ఎంత ?
117	2011 జనగణన ప్రకారం కొతిపం గ్రామములో పురుషుల సంఖ్య ఎంత?
1171	తెలుగు భాషలో అచ్చులు మొత్తం ఎన్ని?
1219	మర్రిపుత్తు గ్రామ పిన్ కోడ్ ఎంత ?
1227	భారతదేశంలో జరిగిన మొదటి యుద్ధం ఏది ?
1228	2011 జనగణన ప్రకారం ఖిలాషాపూర్ గ్రామ జనాభా ఎంత?
1232	శ్రీరాముడు యొక్క తల్లిదండ్రులెవరు ?
1239	కలుగోట్ల గ్రామ పిన్ కోడ్ ఎంత ?
1248	జానకి వెడ్స్ శ్రీరామ్ చిత్రం ఎప్పుడు విడుదలైంది?
1261	వేంపెంట గ్రామ విస్తీర్ణం ఎంత?
1267	ముంగేర్ జిల్లా విస్తీర్ణం ఎంత?
1280	రామాయణముని రాసింది ఎవరు ?
131	భూమి పైన ఉన్న నీటి శాతం ఎంత?
1312	అశ్వనీ నాచప్ప ఎప్పుడు జన్మించింది?
1324	శిరిగిరిపాడు గ్రామ విస్తీర్ణం ఎంత?
1327	విజయేందర్ సింగ్ బెనివాల్ తల్లిదండ్రుల పేర్లేమిటి?
133	ఆస్ట్రేలియా ఖండంలో ఎక్కువగా కనిపించే జంతువు ఏది?
1368	గంగా నది ఎక్కడ పుట్టింది?
138	అల్-మస్జిద్-అల్-హరామ్ మస్జిద్ విస్తీర్ణం ఎంత?
1381	2011 నాటికి కొండపాక మండల జనాభా ఎంత?
1392	2011లో పెద్దాపూర్ గ్రామంలో ఎంతమంది పురుషులు ఉన్నారు?
1404	చెలికాని వెంకట రామారావు భార్య పేరేమిటి ?
1405	ఆఫ్రికా ఖండంలో గల అతిపెద్ద ఎడారి ఏది ?
1427	అన్నమయ్య జన్మస్థలం ఏది ?
1446	దివ్యభారతి ఏ సంవత్సరంలో మరణించింది?
1458	లబదపుత్తు గ్రామ వైశాల్యం ఎంత?
15	పాల్ లెనార్డ్ న్యూమాన్ తండ్రి పేరేమిటి ?
1508	ప్రకాశం బ్యారేజీ ఎక్కడ ఉంది?
1510	వాలి తల్లిదండ్రులు ఎవరు?
1520	అల్లూరి సీతారామరాజు ఎక్కడ జన్మించాడు?
1544	ఏలూరు ఏ జిల్లాకు ప్రధాన నగరం గా ఉంది?
1551	కన్నాపురం గ్రామ విస్తీర్ణం ఎంత?
1576	సమాచార హక్కుల చట్టం ఎప్పుడు అమలు లోకి వచ్చింది?
1593	1980 నాటికి ఆంధ్ర ప్రదేశ్ ముఖ్యమంత్రి ఎవరు?
1607	వడ్లమాను గ్రామ విస్తీర్ణం ఎంత?
1615	2011 నాటికి తుమ్మపాల గ్రామ జనాభా ఎంత?
1627	2011 నాటికి బద్వీడు గ్రామ జనాభా ఎంత?
