10003	من هي كليوبترا؟
10027	ما هو الطيف الراديوي؟
10087	ما هو التصلب الجانبي الضموري؟
10205	مما تتكون خلايا الدم الحمراء؟
10217	من هو أبو بكر يونس؟
10271	متى تأسست منظمة أطباء بلا حدود ؟
10306	من هو نمير نور الدين؟
1048	متى تم إكتشاف قارة أستراليا؟
1051	اين وقعت معركة صفين؟
10653	من هو كاتب رواية الشيخ والبحر؟
10685	في أي عام تأسست شركة النشر الأمريكية مارفل كومكس؟
10692	متى لعبت السعودية لأول مرة في كاس العالم؟
10772	ماهي اللغة الرسمية في الجزائر؟
10862	من هو هوميروس؟
10870	كم عدد دول مجلس التعاون الخليجي ؟
10912	في أي عام تأسست الكشافة الأمريكية؟
1096	ما هو الحجر الاسود ؟
110	ماهى أعلى قمة لجبال الهيملايا ؟
11004	متى عاش غلام رضا خان بن حسين؟
11093	من كان قائد الأسطول الفرنسي في معركة أبو قير البحرية؟
11121	اين تقع مدينة الشيخ زايد؟
11188	ما هي مساحة إمارة دبي؟
11200	ما هي الديمقراطية؟
11229	أين تقع جزيرة نيوفندلاند ؟
11290	كم عدد الجزرالتابعة لأندونيسيا؟
11335	ماهو تعداد سكان مدينة الفاتيكان ؟
11358	متى تأسست حركة حماس العراق؟
11414	هل تعتبر الأعاصير مهددة للحياة ؟
11418	ما هي اللّائكية؟
1144	في أي دوري يلعب فريق أي سي إف فيورنتينا ؟
11476	ما  تأثيرتقدم السن على الذاكرة ؟
11546	أين يقع جبل الجولان؟
11613	ما هو اسم أول ألبوم اطلقته نيللي فرتادو باللغة الاسبانية؟
11683	متى قتل أسامة بن لادن؟
11736	متى قامت المملكة المتوكلية في اليمن؟
11769	متى ولد ابن البيطار ؟
118	متى استقلت لبنان ؟
11851	ما هي أنفلونزا الخنازير؟
11873	متى صدر مسلسل جريس اناتومي ؟
12057	هل سلطنة عمان بلد ساحلي؟
12063	اين ولد سيبويه؟
1207	من هو شارلز ديكنز ؟
12082	أين يقع نهر الكونغو؟
12138	أين يقع نهر يوروتاس؟
12213	أين يقع إقليم الحجاز؟
12260	ما هي فراسة الدماغ؟
12279	ما هي الإنزيمات؟
12295	اين تقع مدينة نجران؟
12329	متى تاسست مملكة البرازيل؟
12333	ما أول سورة نزلت في القرآن؟
12335	لأي محافظة إيرانية تتبع مدينة عبادان؟
1240	من هي زنوبيا؟
125	هل يعد ثاني أكسيد الكبريت أحد مكونات الأمطار الحامضية؟
12500	هل الخمر محرّم في الإسلام حسب الفقه في القرآن؟
12509	متى قامت ثورة فلسطين الكبرى؟
12536	أين تقع إسبانيا ؟
12660	متى تاسس دار شانيل للازياء؟
12712	ما هو اختلال الصيغة الصبغية؟
12739	أين تفع الغدة الصعترية في جسم الانسان؟
12793	ما هي حضارة الأنكا ؟
1281	في اي بلد عربي يوجد طبق "بنت الصحن"؟
12836	كم عدد المحافظات المصرية؟
12920	أين تقع كولومبيا؟
12971	من هو أول رئيس منتخب في تونس بعد ثورة 2011 ؟
13062	متى توفي المهاتما غاندي؟
13066	كم تبلغ مساحة تونس؟
13112	متى أٌُُُنشأ الجامع الأموي في دمشق؟
13131	متى ولد الطبيب فردريك بانتنغ؟
13259	كم تبلغ مساحة كوريا الشمالية؟
13306	ما هو البيون في فيزياء الجسيمات؟
13383	متى تأسس المجلس الأعلى الإسلامي العراقي؟
13396	ما معنى كلمة التلمود بالعبرية؟
13465	من هو بيرسي وليامز؟
13579	ما هو الاستعباد الجنسي؟
13614	من هو العالم الحاصل على أول جائزة نوبل في الطب؟
13660	ما هي البكتيريا العنقودية ؟
13666	ما هو قانون العمل؟
