10	0	1989895#2	0
10	0	2415499#7	0
10	0	3365954#2	0
10	0	389080#13	0
10	0	389080#5	0
10	0	389080#7	1
10	0	4005043#3	0
10	0	4812168#3	0
10	0	556793#3	0
10	0	5604471#4	0
1003	0	189384#0	1
1003	0	189384#1	0
1003	0	189384#26	0
1003	0	189384#27	0
1003	0	2122634#1	0
1003	0	2871740#1	0
1003	0	542496#1	0
1003	0	5726758#1	0
1003	0	5737141#0	0
1003	0	6099398#1	0
1026	0	2185289#0	0
1026	0	263587#0	0
1026	0	263587#11	1
1026	0	263587#29	0
1026	0	3703348#6	0
1026	0	45625#0	0
1026	0	45625#125	0
1026	0	4842882#174	0
1026	0	55289#7	0
1026	0	6414959#11	0
1033	0	403142#0	0
1033	0	4979835#0	0
1033	0	4979835#16	0
1033	0	4979835#28	0
1033	0	4979835#4	1
1033	0	4979835#44	0
1033	0	4979835#72	0
1033	0	5013607#11	0
1033	0	5238999#0	0
1033	0	5416336#8	0
1033	0	5685576#0	0
1070	0	146510#18	0
1070	0	146510#20	0
1070	0	3019508#7	0
1070	0	355271#2	0
1070	0	355823#0	1
1070	0	355823#7	0
1070	0	3864777#2	0
1070	0	4055871#1	0
1070	0	6089941#1	0
1070	0	6089941#7	0
108	0	3440741#0	0
108	0	3440783#0	1
108	0	3508353#0	1
108	0	4062613#0	0
108	0	4062613#1	0
108	0	4847515#0	0
108	0	914009#0	1
108	0	914021#0	0
108	0	914021#10	0
108	0	914778#5	0
1117	0	1534167#9	1
1117	0	224018#5	0
1117	0	4610226#17	1
1117	0	6030234#0	0
1117	0	620965#20	0
1117	0	6349206#12	1
1117	0	6349206#4	0
1117	0	82819#0	1
1117	0	82819#10	0
1117	0	82819#26	0
1117	0	82819#3	1
1138	0	3812897#2	0
1138	0	382545#3	0
1138	0	4708190#1	0
1138	0	4708190#3	0
1138	0	6167232#4	0
1138	0	6663273#0	1
1138	0	6663273#17	0
1138	0	6663273#2	0
1138	0	6663273#26	0
1138	0	6663273#29	0
1138	0	9719#15	0
115	0	100190#36	0
115	0	1129273#1	0
115	0	1430276#0	1
115	0	1430276#17	0
115	0	1430276#22	0
115	0	1430276#32	0
115	0	26750#59	0
115	0	26845#42	0
115	0	4156227#5	0
115	0	6420592#1	0
