10020#0	0	10020#0	0
10020#0	0	10020#1	1
10020#0	0	15892#17	0
10020#0	0	2242#17	0
10020#0	0	2708#4	0
10020#0	0	53588#4	0
10020#0	0	67494#1	0
10020#0	0	68760#255	0
10020#0	0	70342#0	0
10020#0	0	70623#4	0
10118#0	0	34072#1	0
10118#0	0	38052#0	0
10118#0	0	5122#0	0
10118#0	0	55716#0	1
10118#0	0	68760#233	0
10118#0	0	68760#236	0
10118#0	0	68760#4	0
10118#0	0	70460#1	0
10118#0	0	70960#0	0
10118#0	0	9899#0	0
11164#0	0	11164#0	0
11164#0	0	11164#1	0
11164#0	0	11164#2	1
11164#0	0	15207#0	0
11164#0	0	18308#3	0
11164#0	0	22909#1	0
11164#0	0	26584#0	0
11164#0	0	61303#1	0
11164#0	0	61304#1	0
11164#0	0	67383#0	0
11194#0	0	11194#0	1
11194#0	0	11196#1	0
11194#0	0	14816#0	0
11194#0	0	36908#2	0
11194#0	0	36923#3	0
11194#0	0	65844#1	0
11194#0	0	69259#2	0
11194#0	0	70197#0	0
11194#0	0	70413#0	0
11194#0	0	70450#0	0
11419#0	0	10057#0	0
11419#0	0	11539#0	0
11419#0	0	11539#1	0
11419#0	0	11539#2	0
11419#0	0	11539#3	0
11419#0	0	16324#0	0
11419#0	0	18364#0	0
11419#0	0	19944#0	1
11419#0	0	4364#1	0
11419#0	0	61682#0	0
11673#0	0	10057#0	0
11673#0	0	10697#0	1
11673#0	0	14181#0	0
11673#0	0	16363#0	0
11673#0	0	37715#0	0
11673#0	0	66806#1	0
11673#0	0	67685#0	0
11673#0	0	68969#0	0
11673#0	0	68969#3	0
11673#0	0	9150#0	0
12167#0	0	36908#2	0
12167#0	0	36908#3	0
12167#0	0	66023#0	0
12167#0	0	67271#13	0
12167#0	0	69011#0	1
12167#0	0	69011#1	0
12167#0	0	69011#2	0
12167#0	0	69011#3	0
12167#0	0	70473#2	0
12167#0	0	70918#2	0
12299#0	0	10057#0	0
12299#0	0	11030#0	0
12299#0	0	13883#0	0
12299#0	0	14422#0	1
12299#0	0	67288#3	0
12299#0	0	69884#4	0
12299#0	0	69884#9	0
12299#0	0	70261#1	0
12299#0	0	71358#0	0
12299#0	0	71359#10	0
13308#0	0	10585#1	0
13308#0	0	13308#0	0
13308#0	0	18270#0	1
13308#0	0	2286#3	0
13308#0	0	2354#2	0
13308#0	0	28402#0	0
13308#0	0	66521#5	0
13308#0	0	9098#0	0
13308#0	0	9434#0	0
13308#0	0	9721#0	0
13935#0	0	10284#1	0
13935#0	0	11334#0	1
13935#0	0	11643#0	0
13935#0	0	13305#0	0
13935#0	0	13541#0	0
13935#0	0	30040#0	0
13935#0	0	66968#1	0
13935#0	0	9954#11	0
13935#0	0	9954#12	0
13935#0	0	9954#9	0
15096#0	0	19253#0	0
15096#0	0	19255#0	0
15096#0	0	36844#0	0
15096#0	0	5120#0	0
15096#0	0	66443#9	0
15096#0	0	67658#48	0
15096#0	0	68054#0	1
15096#0	0	68054#1	0
15096#0	0	68160#0	0
15096#0	0	70344#0	0
15124#0	0	15124#0	1
15124#0	0	27841#0	0
15124#0	0	30210#0	0
15124#0	0	37715#0	0
15124#0	0	3996#0	0
15124#0	0	65765#0	0
15124#0	0	66524#1	0
15124#0	0	68969#0	0
15124#0	0	68969#3	0
15124#0	0	70380#1	0
15131#0	0	3322#0	0
15131#0	0	3325#0	0
15131#0	0	3326#0	1
15131#0	0	67270#12	0
15131#0	0	67271#11	0
15131#0	0	67271#12	0
15131#0	0	67271#13	0
15131#0	0	67658#20	0
15131#0	0	67722#0	0
15131#0	0	9739#20	0
15329#0	0	15321#0	0
15329#0	0	15329#0	1
15329#0	0	16998#0	0
15329#0	0	17201#0	0
15329#0	0	19133#0	0
15329#0	0	30496#0	0
15329#0	0	38691#0	0
15329#0	0	5392#0	0
15329#0	0	67541#0	0
15329#0	0	68460#2	0
15512#0	0	11643#0	1
15512#0	0	11643#2	0
15512#0	0	11643#3	0
15512#0	0	12525#0	0
15512#0	0	13002#0	0
15512#0	0	13673#0	0
15512#0	0	16113#0	0
15512#0	0	22277#0	0
15512#0	0	2669#0	0
15512#0	0	9899#0	0
16114#0	0	16114#0	1
16114#0	0	67846#7	0
16114#0	0	68042#1	0
16114#0	0	69175#2	0
16114#0	0	69828#14	0
16114#0	0	69884#10	0
16114#0	0	69884#11	0
16114#0	0	70571#0	0
16114#0	0	70782#2	0
16114#0	0	71110#4	0
16348#0	0	15652#7	0
16348#0	0	16314#0	0
16348#0	0	22020#0	0
16348#0	0	26577#0	0
16348#0	0	31342#0	0
16348#0	0	37708#0	0
16348#0	0	37709#0	0
16348#0	0	66443#5	0
16348#0	0	66443#9	0
16348#0	0	67765#0	1
16384#0	0	16384#0	1
16384#0	0	29765#0	0
16384#0	0	66015#0	0
16384#0	0	67682#0	0
16384#0	0	67682#1	0
16384#0	0	69951#0	0
16384#0	0	70264#0	0
16384#0	0	70264#1	0
16384#0	0	7145#2	0
16384#0	0	9739#0	0
17311#0	0	17312#0	1
17311#0	0	17313#0	1
17311#0	0	68760#246	0
17311#0	0	68760#247	0
17311#0	0	68760#259	0
17311#0	0	68760#261	0
17311#0	0	68760#262	0
17311#0	0	68760#263	0
17311#0	0	68760#264	0
17311#0	0	68760#4	0
17552#0	0	14466#1	0
17552#0	0	14498#0	0
17552#0	0	16804#0	0
17552#0	0	17552#0	1
17552#0	0	17553#0	0
17552#0	0	2129#0	0
17552#0	0	26268#0	0
17552#0	0	70342#1	0
17552#0	0	70342#3	0
17552#0	0	71086#1	0
18031#0	0	24910#1	1
18031#0	0	66969#0	0
18031#0	0	68732#6	0
18031#0	0	68960#2	0
18031#0	0	69732#1	0
18031#0	0	69735#1	0
18031#0	0	69736#1	0
18031#0	0	69788#1	0
18031#0	0	69793#1	0
18031#0	0	69813#2	0
18270#0	0	11031#0	0
18270#0	0	11031#3	0
18270#0	0	13931#0	1
18270#0	0	16113#0	0
18270#0	0	19703#0	0
18270#0	0	50367#0	0
18270#0	0	60247#0	0
18270#0	0	61676#0	0
18270#0	0	67617#0	0
18270#0	0	67873#0	0
19496#0	0	11002#0	0
19496#0	0	11220#0	0
19496#0	0	12292#0	0
19496#0	0	15912#0	0
19496#0	0	23733#0	0
19496#0	0	3157#21	1
19496#0	0	69974#4	0
19496#0	0	70050#2	0
19496#0	0	70261#1	0
19496#0	0	71367#0	0
20231#0	0	15825#0	0
20231#0	0	16326#0	0
20231#0	0	16410#0	0
20231#0	0	20206#0	0
20231#0	0	20217#0	0
20231#0	0	20231#0	0
20231#0	0	24184#0	0
20231#0	0	26004#0	1
20231#0	0	26724#0	0
20231#0	0	38126#1	0
20613#0	0	10316#0	0
20613#0	0	18823#0	0
20613#0	0	20613#0	1
20613#0	0	20616#0	0
20613#0	0	5392#0	0
20613#0	0	67864#0	0
20613#0	0	68879#0	0
20613#0	0	68885#0	0
20613#0	0	70337#5	0
20613#0	0	71410#1	0
20775#0	0	12566#0	0
20775#0	0	13259#0	0
20775#0	0	13899#0	0
20775#0	0	13919#0	0
20775#0	0	14325#0	0
20775#0	0	22267#0	0
20775#0	0	22573#0	0
20775#0	0	22681#0	0
20775#0	0	9959#0	0
20775#0	0	9959#2	1
20961#0	0	19400#0	0
20961#0	0	67873#0	0
20961#0	0	69129#0	0
20961#0	0	69129#1	0
20961#0	0	70158#0	1
20961#0	0	70158#1	0
20961#0	0	70158#5	0
20961#0	0	70158#6	0
20961#0	0	70246#0	0
20961#0	0	70460#0	0
22786#0	0	19478#0	0
22786#0	0	22556#0	0
22786#0	0	24466#0	0
22786#0	0	24676#0	0
22786#0	0	24677#0	1
22786#0	0	37715#0	0
22786#0	0	67775#0	0
22786#0	0	68112#0	0
22786#0	0	70275#0	0
22786#0	0	71450#0	0
23435#0	0	14826#0	1
23435#0	0	23366#0	0
23435#0	0	23374#0	1
23435#0	0	23376#0	0
23435#0	0	34125#0	0
23435#0	0	67658#16	0
23435#0	0	68160#0	0
23435#0	0	70344#0	0
23435#0	0	70344#1	0
23435#0	0	71177#4	0
23534#0	0	18230#0	0
23534#0	0	23014#0	0
23534#0	0	30579#0	0
23534#0	0	33682#0	1
23534#0	0	36898#3	0
23534#0	0	5128#0	0
23534#0	0	67737#0	0
23534#0	0	6891#0	0
23534#0	0	70717#0	0
23534#0	0	70802#2	0
23620#0	0	20951#0	0
23620#0	0	33519#0	0
23620#0	0	52391#0	0
23620#0	0	68112#0	1
23620#0	0	68112#1	0
23620#0	0	68112#2	0
23620#0	0	68112#3	0
23620#0	0	68306#0	0
23620#0	0	68411#0	0
23620#0	0	71450#0	0
23625#0	0	10163#0	0
23625#0	0	13200#0	1
23625#0	0	15826#0	0
23625#0	0	21118#0	0
23625#0	0	25830#0	0
23625#0	0	36624#0	0
23625#0	0	55024#0	0
23625#0	0	61487#0	0
23625#0	0	66972#0	0
23625#0	0	9189#0	0
24640#0	0	22556#0	0
24640#0	0	24676#0	0
24640#0	0	24677#0	1
24640#0	0	67658#66	0
24640#0	0	67658#86	0
24640#0	0	67995#0	0
24640#0	0	68112#0	0
24640#0	0	68112#1	0
24640#0	0	70275#0	0
24640#0	0	71450#0	0
24860#0	0	10220#0	0
24860#0	0	10227#0	1
24860#0	0	10231#0	0
24860#0	0	2906#0	0
24860#0	0	2906#2	0
24860#0	0	61830#0	0
24860#0	0	67722#0	0
24860#0	0	67799#2	0
24860#0	0	70607#0	0
24860#0	0	9739#9	0
24913#0	0	11595#0	1
24913#0	0	21005#1	0
24913#0	0	60854#26	0
24913#0	0	65765#4	0
24913#0	0	67331#3	0
24913#0	0	67492#2	0
24913#0	0	68507#1	0
24913#0	0	69000#4	0
24913#0	0	69000#7	0
24913#0	0	69423#1	0
25355#0	0	10284#1	0
25355#0	0	10933#1	0
25355#0	0	10933#2	0
25355#0	0	10933#3	1
25355#0	0	10933#8	0
25355#0	0	10933#9	0
25355#0	0	11172#6	0
25355#0	0	18215#0	0
25355#0	0	25355#0	0
25355#0	0	25355#1	0
2596#0	0	11643#0	0
2596#0	0	12302#0	0
2596#0	0	13747#0	0
2596#0	0	13892#0	0
2596#0	0	2596#0	0
2596#0	0	2596#1	1
2596#0	0	62453#0	0
2596#0	0	62453#1	0
2596#0	0	65849#0	0
2596#0	0	70365#1	0
26086#0	0	10133#0	0
26086#0	0	11177#0	0
26086#0	0	11333#0	0
26086#0	0	11793#0	0
26086#0	0	13907#0	0
26086#0	0	13919#0	1
26086#0	0	19292#0	0
26086#0	0	22129#0	0
26086#0	0	54416#0	0
26086#0	0	9959#2	0
27070#0	0	10771#0	0
27070#0	0	23014#0	1
27070#0	0	23475#0	0
27070#0	0	23536#0	0
27070#0	0	29350#0	0
27070#0	0	29350#1	0
27070#0	0	29596#0	0
27070#0	0	36981#0	0
27070#0	0	6144#0	0
27070#0	0	70510#0	0
27745#0	0	11332#0	0
27745#0	0	16727#0	1
27745#0	0	3486#0	0
27745#0	0	67775#0	0
27745#0	0	68250#0	0
27745#0	0	68297#1	0
27745#0	0	68297#2	0
27745#0	0	68376#0	0
27745#0	0	71507#1	0
27745#0	0	71507#4	0
28208#0	0	15020#0	1
28208#0	0	23512#0	0
28208#0	0	27021#0	1
28208#0	0	3400#0	0
28208#0	0	34072#6	0
28208#0	0	66026#0	0
28208#0	0	6894#1	0
28208#0	0	68983#3	0
28208#0	0	69265#2	0
28208#0	0	7148#0	1
3017#0	0	17548#0	0
3017#0	0	25231#7	1
3017#0	0	3017#0	1
3017#0	0	3157#4	0
3017#0	0	3400#2	0
3017#0	0	36899#0	0
3017#0	0	58994#0	0
3017#0	0	68979#0	0
3017#0	0	70364#0	0
3017#0	0	70571#2	0
30269#0	0	15829#0	0
30269#0	0	19247#0	0
30269#0	0	25212#1	0
30269#0	0	30269#0	1
30269#0	0	38126#1	0
30269#0	0	67617#0	0
30269#0	0	68760#236	0
30269#0	0	70533#4	0
30269#0	0	70631#2	0
30269#0	0	71297#2	0
31034#0	0	15796#1	0
31034#0	0	31034#0	1
31034#0	0	37686#0	0
31034#0	0	38508#0	0
31034#0	0	70153#0	0
31034#0	0	70230#0	0
31034#0	0	70253#4	0
31034#0	0	70571#0	0
31034#0	0	70632#2	0
31034#0	0	70763#1	0
31099#0	0	15892#10	0
31099#0	0	18533#0	1
31099#0	0	2242#17	0
31099#0	0	2708#10	0
31099#0	0	5128#0	0
31099#0	0	60447#2	0
31099#0	0	67768#1	0
31099#0	0	70302#1	0
31099#0	0	70623#3	0
31099#0	0	71410#0	0
3331#0	0	3322#0	0
3331#0	0	3328#0	0
3331#0	0	3332#0	0
3331#0	0	3333#0	1
3331#0	0	3336#0	0
3331#0	0	38126#1	0
3331#0	0	67270#12	0
3331#0	0	67271#12	0
3331#0	0	67271#7	0
3331#0	0	67722#0	0
33551#0	0	10034#0	0
33551#0	0	11003#0	0
33551#0	0	11177#0	1
33551#0	0	11177#1	0
33551#0	0	11297#0	0
33551#0	0	11747#0	0
33551#0	0	14408#0	0
33551#0	0	16397#0	0
33551#0	0	20041#0	0
33551#0	0	70242#1	0
3545#0	0	12698#0	1
3545#0	0	12698#1	0
3545#0	0	12698#2	0
3545#0	0	12698#3	0
3545#0	0	12698#4	0
3545#0	0	12698#6	0
3545#0	0	12698#7	0
3545#0	0	68179#1	0
3545#0	0	70373#0	0
3545#0	0	70439#3	0
36841#0	0	15892#1	0
36841#0	0	15892#6	0
36841#0	0	36841#0	0
36841#0	0	36841#1	0
36841#0	0	36841#2	1
36841#0	0	66834#3	0
36841#0	0	67180#10	0
36841#0	0	70155#0	0
36841#0	0	70155#2	0
36841#0	0	70342#2	0
37663#0	0	11312#0	1
37663#0	0	23366#0	0
37663#0	0	2813#2	0
37663#0	0	61835#0	0
37663#0	0	67619#0	0
37663#0	0	70175#0	0
37663#0	0	70175#1	0
37663#0	0	70379#1	0
37663#0	0	70943#0	0
37663#0	0	70943#2	0
37746#0	0	15652#0	0
37746#0	0	15652#1	1
37746#0	0	15652#2	0
37746#0	0	15652#3	0
37746#0	0	15652#4	0
37746#0	0	15652#5	0
37746#0	0	15652#6	0
37746#0	0	15652#7	0
37746#0	0	70320#1	0
37746#0	0	70320#2	0
38048#0	0	10769#0	1
38048#0	0	10770#1	0
38048#0	0	15345#0	0
38048#0	0	16388#0	0
38048#0	0	23014#0	0
38048#0	0	26378#0	0
38048#0	0	32685#1	0
38048#0	0	62149#0	0
38048#0	0	67888#0	0
38048#0	0	68227#0	0
38275#0	0	10994#0	0
38275#0	0	11732#0	0
38275#0	0	13259#0	0
38275#0	0	13267#0	0
38275#0	0	13919#0	0
38275#0	0	15040#0	0
38275#0	0	15865#0	0
38275#0	0	18267#0	1
38275#0	0	23647#0	0
38275#0	0	9133#0	0
4078#0	0	16783#0	1
4078#0	0	16784#0	1
4078#0	0	16785#0	0
4078#0	0	16786#0	0
4078#0	0	2232#0	0
4078#0	0	2295#3	0
4078#0	0	4232#2	0
4078#0	0	67180#10	0
4078#0	0	68760#264	0
4078#0	0	71086#5	0
54948#0	0	20650#0	0
54948#0	0	30458#0	1
54948#0	0	33659#1	0
54948#0	0	34072#6	0
54948#0	0	53842#0	0
54948#0	0	54323#0	0
54948#0	0	67662#0	0
54948#0	0	69987#1	0
54948#0	0	70261#0	0
54948#0	0	70476#0	0
59455#0	0	16465#5	0
59455#0	0	16465#7	0
59455#0	0	36909#9	0
59455#0	0	59455#0	1
59455#0	0	59455#1	0
59455#0	0	69987#1	0
59455#0	0	70274#2	0
59455#0	0	70476#1	0
59455#0	0	70522#1	0
59455#0	0	70551#2	0
60238#0	0	14181#0	0
60238#0	0	15320#0	0
60238#0	0	16424#0	0
60238#0	0	19237#0	0
60238#0	0	24204#0	0
60238#0	0	37715#0	0
60238#0	0	5120#0	0
60238#0	0	60238#0	1
60238#0	0	67957#0	0
60238#0	0	70717#0	0
60314#0	0	2708#4	0
60314#0	0	66435#0	0
60314#0	0	67619#0	0
60314#0	0	67658#21	0
60314#0	0	67658#32	0
60314#0	0	67658#68	0
60314#0	0	68086#0	1
60314#0	0	70147#0	0
60314#0	0	70147#4	0
60314#0	0	70302#0	0
60391#0	0	15892#6	0
60391#0	0	67180#10	0
60391#0	0	67781#0	1
60391#0	0	67781#1	0
60391#0	0	67781#2	0
60391#0	0	67781#3	1
60391#0	0	67781#5	0
60391#0	0	70499#0	0
60391#0	0	70910#1	0
60391#0	0	9739#16	0
61267#0	0	10057#0	0
61267#0	0	10284#1	0
61267#0	0	10933#2	0
61267#0	0	10933#9	0
61267#0	0	11172#2	0
61267#0	0	13542#0	0
61267#0	0	13895#0	1
61267#0	0	25355#1	0
61267#0	0	66968#1	0
61267#0	0	9739#21	0
62459#0	0	20287#0	0
62459#0	0	20647#0	1
62459#0	0	30364#0	0
62459#0	0	33628#0	0
62459#0	0	36899#0	0
62459#0	0	53842#0	0
62459#0	0	58540#0	0
62459#0	0	67960#1	0
62459#0	0	70575#3	0
62459#0	0	70758#0	0
62487#0	0	29796#0	0
62487#0	0	36909#5	0
62487#0	0	62487#0	1
62487#0	0	68165#0	0
